  uni-sound.bel#ss_sound             no proof found (calls=undefined)
  clos-eval.bel#eval                 no proof found (calls=?)
  weak-norm.bel#main                 no proof found (calls=133)
  bred-nf.bel#bred_ltr               no proof found (calls=106)
  bred-nf.bel#bred_rtl               no proof found (calls=106)
  bred-nf.bel#path_exists            no proof found (calls=123)
  bred-nf.bel#tm_same                no proof found (calls=169)
  weak-norm-under-binders.bel#eval   no proof found (calls=54)
  weak-norm-under-binders.bel#wknRedSub no proof found (calls=22)
  path-typed.bel#eqPath              no proof found (calls=107)
  path.bel#eqPath                    no proof found (calls=107)
  normal.bel#normal2exp              no proof found (calls=178)
  normal.bel#norm                    no proof found (calls=41)
  clos-eval.bel#eval                 no proof found (calls=?)
  tps.bel#tps                        no proof found (calls=126)
  nbe-sub.bel#weaken                 no proof found (calls=52)
  nbe-sub.bel#extend                 no proof found (calls=102)
  nbe-sub.bel#eval                   no proof found (calls=146)
  nbe-sub.bel#reflect                no proof found (calls=160)
  nbe-sub.bel#initialMap             no proof found (calls=67)
  nbe-sub.bel#nbe                    no proof found (calls=146)
  bred-nf.bel#same_paths_join_c      no proof found (calls=613)
  bred-nf.bel#same_paths_join        no proof found (calls=179)
  nbe.bel#extend                     no proof found (calls=99)
  nbe.bel#extendsTrans               no proof found (calls=15)
  nbe.bel#eval                       no proof found (calls=137)
  nbe.bel#reflect                    no proof found (calls=118)
  nbe.bel#initialMap                 no proof found (calls=63)
  normeval-abbrev.bel#extendSub      no proof found (calls=57)
  normeval-abbrev.bel#nsubst         no proof found (calls=35)
  normeval-abbrev.bel#subst          no proof found (calls=25)
  nbe.bel#nbe                        no proof found (calls=146)
  normeval-abbrev.bel#weaken         no proof found (calls=46)
  normeval-abbrev.bel#extend         no proof found (calls=135)
  nbe.bel#weaken                     no proof found (calls=32)
  normeval-abbrev.bel#eval           no proof found (calls=21)
  normeval-abbrev.bel#initialMap     no proof found (calls=53)
  normeval-abbrev.bel#reflect        no proof found (calls=46)
  normeval-subst.bel#subst           no proof found (calls=91)
  normeval-subst.bel#extend          no proof found (calls=150)
  normeval-subst.bel#reflect         no proof found (calls=51)
  normeval-subst.bel#eval            no proof found (calls=26)
  normeval-subst.bel#initialMap      no proof found (calls=61)
  normeval-total.bel#extendSub       no proof found (calls=37)
  nbe.bel#weak_neut                  no proof found (calls=39)
  normeval-total.bel#nsubst          no proof found (calls=102)
  normeval-total.bel#subst           no proof found (calls=59)
  normeval-total.bel#weaken          no proof found (calls=59)
  normeval-total.bel#eval            no proof found (calls=146)
  normeval-total.bel#extend          no proof found (calls=110)
  normeval-total.bel#initialMap      no proof found (calls=71)
  normeval-total.bel#reflect         no proof found (calls=178)
  normeval.bel#extendSub             no proof found (calls=37)
  normeval.bel#nsubst                no proof found (calls=68)
  normeval-total.bel#nbe             no proof found (calls=141)
  normeval.bel#subst                 no proof found (calls=61)
  normeval.bel#weaken                no proof found (calls=65)
  normeval.bel#extend                no proof found (calls=118)
  normeval.bel#eval                  no proof found (calls=146)
  normeval.bel#reflect               no proof found (calls=140)
  normeval.bel#initialMap            no proof found (calls=75)
  normeval-subst.bel#nbe             no proof found (calls=152)
  pearl.bel#trans                    no proof found (calls=54)
  pearl.bel#sound                    no proof found (calls=87)
  normeval-abbrev.bel#nbe            no proof found (calls=152)
  poplmark.bel#refl                  no proof found (calls=73)
  pearl.bel#complete                 no proof found (calls=157)
  normeval.bel#nbe                   no proof found (calls=141)
  subject-red.bel#tps'               no proof found (calls=?)
  lam.bel#pres                       no proof found (calls=318)
  system-f-iso.bel#progress          no proof found (calls=76)
  lam.bel#prog                       no proof found (calls=39)
  system-f.bel#progress              no proof found (calls=60)
  system-f-iso.bel#pres              no proof found (calls=118)
  system-f.bel#pres                  no proof found (calls=159)
  pearl.bel#refl                     no proof found (calls=78)
  eval.bel#det                       no proof found (calls=undefined)
  eval.bel#lemma_val                 no proof found (calls=undefined)
  ch14-b.bel#tps                     no proof found (calls=?)
  debruijn.bel#db2vhoas              no proof found (calls=?)
  tps.bel#tps                        no proof found (calls=357)
  tpeval-val.bel#eval                no proof found (calls=?)
  ch14.bel#prog                      no proof found (calls=62)
  ch14.bel#tps                       no proof found (calls=?)
  unique-crec.bel#unique             no proof found (calls=254)
  unique-crec.bel#unique2            no proof found (calls=214)

  proofs found: 19/570   DECLARATION-VERIFIED: 12/570
